0.31877,-1.3077,1
1.409,1.4172,3
0.6715,-1.2075,1
0.71724,1.6302,3
0.48889,1.0347,3
0.72689,-0.30344,1
0.29387,-0.78728,1
0.8884,-1.1471,1
-1.0689,-0.8095,0
0.32519,-0.75493,1
1.3703,-1.7115,1
1.0933,1.1093,3
-1.2141,-1.1135,0
-0.76967,0.37138,2
-0.22558,1.1174,2
0.55253,1.1006,3
-1.4916,-0.7423,0
-0.6156,0.74808,2
-0.19242,0.88861,2
-0.76485,-1.4023,0
-1.4224,0.48819,2
1.4193,0.29158,3
0.19781,1.5877,3
-0.80447,0.69662,2
0.83509,-0.24372,1
0.21567,-1.1658,1
-0.66689,0.18733,2
0.84038,-0.88803,1
0.30352,-0.60033,1
0.48997,0.73936,3
1.7119,-0.19412,4
1.3546,-1.0722,1
-0.1977,-1.2078,0
1.379,-1.0582,1
1.0984,-0.27787,1
-0.35385,-0.82359,0
-1.5771,0.50797,2
-1.3337,1.1275,2
-0.83137,-0.97921,0
-1.1564,-0.53356,0
-0.71453,1.3514,2
-0.29375,-0.84793,0
-1.2571,-0.86547,0
-0.17653,0.79142,2
-1.4491,0.33351,2
0.39135,0.45168,3
-0.47615,0.86202,2
-1.3617,0.45503,2
-0.84871,-0.33489,0
0.55278,1.0391,3
-1.1176,1.2607,2
1.527,0.46691,3
0.94922,0.30706,3
0.26141,-0.94149,1
-0.53201,1.6821,2
-0.87573,-0.48382,0
-0.712,-1.1742,0
-1.0642,1.6035,2
1.2347,-0.22963,1
-1.5062,-0.44463,0
0.39189,-1.2507,1
-0.94796,-0.74111,0
-0.50782,-0.32058,0
-0.45701,1.2424,2
-1.0667,0.93373,2
0.23235,0.42639,3
1.0001,-1.6642,1
-0.59003,-0.27806,0
0.47163,-1.2128,1
0.32706,1.0826,3
1.0061,-0.65091,1
0.25706,-0.94438,1
-1.3218,0.92483,2
0.91113,0.59458,3
0.3502,1.2503,3
0.92979,0.23976,3
-0.69036,-0.65155,0
1.1921,-1.6118,1
1.0205,0.86172,3
0.41149,0.67698,3
0.85773,-0.69116,1
0.82607,0.53616,3
-0.1472,1.0078,2
-1.2706,-0.38258,0
0.64868,0.82573,3
-1.0149,-0.47107,0
0.30182,0.39993,3
-0.92996,-0.17683,0
-0.62909,-1.2038,0
0.88095,0.32321,3
-0.78415,-1.8054,0
1.479,-0.86082,1
0.78467,0.30862,3
-0.23386,-1.057,0
-0.82229,-0.094241,0
0.33621,-0.90465,1
0.9407,0.78735,3
-0.87587,0.31995,2
-0.55829,-0.31143,0
-0.57001,-1.0257,0
-0.90875,-0.2099,0
-1.6989,0.6076,2
0.26965,0.49429,3
-1.4831,-1.0203,0
1.1287,-0.28996,1
1.2616,0.47542,3
1.1741,0.12695,3
-0.65682,-1.4814,0
-0.30864,-1.0966,0
0.60014,0.59393,3
-1.441,0.40184,2
1.4702,-0.32681,1
0.81232,0.54554,3
-1.0516,0.39747,2
-0.75189,1.5163,2
-0.42506,0.58943,2
-0.98213,0.61251,2
-0.62638,0.24952,2
-0.99302,0.97495,2
-0.64071,1.8089,2
-1.0799,0.19919,2
-1.521,-0.72363,0
-0.59325,0.40134,2
0.94213,0.30049,3
-0.37307,0.81549,2
